PROJECT_ID,TITLE,DONOR_IATI_CODE,DONOR,COUNTRY_IATI_CODE,COUNTRY,ADM1_CODE,ADM1_NAME,ADM2_CODE,ADM2_NAME,LATITUDE,LONGITUDE,GEONAME_ID,GEONAME,PRECISION_CODE,LOCATION_TYPE,SOURCE_URL,SOURCE,INTERNAL_NOTES,LOCATION_ACTIVITY_DESCRIPTION,,,,
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2354,Cordillera Administrative region (CAR),24209,Mountain Province,17.18333,121.01667,1691211,Sadanga,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,ISR,List of locations found beginning on page. 2,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2361,Region V (Bicol region),24242,Camarines Sur,13.55,123.48333,1691124,Sagnay,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 4 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2361,Region V (Bicol region),24243,Catanduanes,13.66667,124.11667,1690448,San Andres,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 4 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2368,Region XIII (Caraga),67169,Surigao Del Norte,9.98333,125.96667,1690254,San Benito,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2362,Region VI (Western Visayas),24250,Iloilo,11.35,123.08333,1690146,San Dionisio,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,67167,Region IV-B (Mimaropa),24236,Romblon,12.38333,122.56667,1690068,San Fernando,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2363,Region VII (Central Visayas),24253,Cebu,10.65,124.33333,1690021,San Francisco,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. Added from Geonames.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2368,Region XIII (Caraga),67169,Surigao Del Norte,9.95,126.08333,1689819,San Isidro,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. Added from Geonames.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2354,Cordillera Administrative region (CAR),24204,Abra,17.46667,120.6,1689814,San Isidro,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. Added from Geonames.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,,,,,11.4014,124.3369,1689626,San Isidro Bay,5,bay,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. Added from Geonames.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,67167,Region IV-B (Mimaropa),24236,Romblon,12.06667,121.93333,1689575,San Jose,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,"Found on page 3 of the project document. Added from Geonames, this is the correct location nested under the correct ADM1.",, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2368,Region XIII (Caraga),24278,Surigao Del Sur,8.83333,125.98333,1689032,San Miguel,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. Added from Geonames.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2363,Region VII (Central Visayas),24252,Bohol,9.9869,124.3411,1689010,San Miguel,1,seat of a third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. This is the correct location because it is nested under the correct ADM1.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,67165,Region III (Central Luzon),24225,Zambales,15.01667,120.11667,1688914,San Narciso,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2361,Region V (Bicol region),24244,Masbate,13.06667,123.05,1688803,San Pascual,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. This is the correct location because it is nested under the correct ADM1.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2364,Region VIII (Eastern Visayas),24257,Eastern Samar,12.18333,125.5,1688698,San Policarpo,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2354,Cordillera Administrative region (CAR),24204,Abra,17.55,120.51667,1688690,San Quintin,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. This is the correct location because it is nested under the correct ADM1.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2363,Region VII (Central Visayas),24253,Cebu,10.1243,123.5075,7426963,San Rafael,1,populated place,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2364,Region VIII (Eastern Visayas),24257,Eastern Samar,11.395,125.57694,1688552,San Roque,1,populated place,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. This is the correct location because it is nested under the correct ADM1.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,67167,Region IV-B (Mimaropa),24230,Marinduque,13.4758,122.0275,1688271,Santa Cruz,1,seat of a third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2361,Region V (Bicol region),24241,Camarines Norte,14.2,122.38333,1688193,Santa Elena,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document. Added from Geonames.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2364,Region VIII (Eastern Visayas),24261,Samar,12.03778,124.65778,1688066,Santa Margarita,1,populated place,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2364,Region VIII (Eastern Visayas),24261,Samar,11.45,125.01667,1687953,Santa Rita,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,67161,Region XI (Davao Region),24267,Davao del Norte,7.53361,125.62333,1687543,Santo Tomas,1,seat of a third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2364,Region VIII (Eastern Visayas),24259,Northern Samar,12.28333,124.85,1686437,Silvino Lobos,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2363,Region VII (Central Visayas),24255,Siquijor,9.18333,123.55,1686067,Siquijor,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on p age 3 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2361,Region V (Bicol region),24242,Camarines Sur,14.01667,123.3,1686040,Siruma,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2368,Region XIII (Caraga),67169,Surigao Del Norte,9.65,125.95,1685940,Socorro,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,"Found on page 2 of the document. There are several locations, but this is the correct one, because it is nested under the ADM1 Caraga, as is listed in the spreadsheet.",, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2364,Region VIII (Eastern Visayas),24257,Eastern Samar,11.8,125.36667,1685419,Sulat,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2364,Region VIII (Eastern Visayas),24258,Leyte,11.33333,124.4,1685072,Tabango,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2364,Region VIII (Eastern Visayas),24258,Leyte,11.06667,124.95,1684872,Tabontabon,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2368,Region XIII (Caraga),24278,Surigao Del Sur,8.45,126.2,1684492,Tagbina,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2363,Region VII (Central Visayas),24252,Bohol,10.11667,124.28333,1683963,Talibon,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2354,Cordillera Administrative region (CAR),24208,Kalinga,17.26667,121.26667,1683030,Tanudan,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2362,Region VI (Western Visayas),24248,Capiz,11.21667,122.4,1682961,Tapaz,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2364,Region VIII (Eastern Visayas),24261,Samar,11.91667,124.76667,1682845,Tarangnan,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,67161,Region XI (Davao Region),24269,Davao Oriental,7.05,126.38333,1682793,Tarragona,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,67162,Region XII (Soccsksargen),24271,South Cotabato,6.2,124.83333,1682560,T”boli,1,seat of a third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document. This location is nested incorrectly; the ADM1 should be Davao.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2354,Cordillera Administrative region (CAR),24204,Abra,17.76701,120.928,1681867,Tineg,1,populated place,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2354,Cordillera Administrative region (CAR),24207,Ifugao,16.78787,121.03484,7429469,Tinoc,1,populated place,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2363,Region VII (Central Visayas),24252,Bohol,10.06667,124.33333,1681317,Trinidad,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank Implementation Status and Results,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,67159,Region IX (Zamboanga Peninsula),67163,Zamboanga Sibugay,7.53333,122.36667,1680678,Tungawan,2,third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,World Bank,Found on page 2 of the project document.,, , , , 
2418399,Kapit-Bisig Laban sa Kahirapan � Comprehensive Integrated Delivery of Social Service (KALAHI-CIDSS),11000,Donor Government,PH,Philippines,2363,Region VII (Central Visayas),24252,Bohol,10.056,124.47294,1680475,Ubay,1,seat of a third-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/EAP/2011/12/10/5E87B097E85E944F8525796200421B7A/1_0/Rendered/PDF/P0770120ISR0Di010201101323518524122.pdf,ISR,List of locations found beginning on pg. 2,, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,272,Badakhshan,,,36.75,72,1147745,Badakhshan,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,273,Badghis,,,35,63.75,1147707,Badghis,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,275,Balkh,,,36.75,67,1147288,Balkh,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,301,Uruzgan,,,33.75,66.25,6957553,Daykundi,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,277,Farah,,,32.5,62.5,1142263,Farah,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,278,Faryab,,,36.25,64.83333,1142226,Faryab,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,280,Ghor,,,34,65,1141103,Ghowr,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,281,Hilmand,,,31,64,1140043,Helmand,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,282,Hirat,,,34.5,62,1140025,Herat,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,284,Kabul,,,34.5,69.41667,1138957,Kabul,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,285,Kandahar,,,31,65.75,1138335,Kandahār,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
40813434,Project Title: National Solidarity Program,11000,Donor Government,AF,Afghanistan,289,Kunduz,,,36.75,68.75,1135690,Kunduz,4,first-order administrative division,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/06/23/000334955_20100623022629/Rendered/PDF/545400PJPR0P11101Official0Use0Only1.pdf,World Bank Project Paper,"Found on page 3, section 11 of the project document. All 34 provinces will be coded.",, , , , 
